"OBJECTID,N,10,0","NAME,C,80","STATUS,C,50","WATERSHED,C,50","COUNCIL_DI,C,5","PRIMARY_FE,C,50","SW_TREE_TR,C,50","SW_PLANTER,C,50","SW_BUMPOUT,C,50","RAIN_GARDE,C,50","SW_BASIN,C,50","INFILTRATI,C,50","POROUS_PAV,C,50","SWALE,C,50","SW_WETLAND,C,50","CISTERN_RA,C,50","GREEN_ROOF,C,50","OTHER,C,50","LINK,C,254","LONGITUDE,N,19,8","LATITUDE,N,19,8","LINK_1,C,100","LINK_2,C,100"
763,John F Kennedy Blvd from 30th St to 32nd St,In Design,Schuylkill River Watershed,3,Stormwater Tree Trench,Stormwater Tree Trench,$,$,$,$,$,$,$,$,$,$,$,http://www.phillywatersheds.org/what_were_doing/green_infrastructure/tools/stormwater_tree_trench,-75.18544557,39.95610686,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_tree_trench
764,Julian Abele Park,In Design,Schuylkill River Watershed,2,Stormwater Tree Trench,Stormwater Tree Trench,$,$,$,$,$,$,$,$,$,$,$,http://www.phillywatersheds.org/what_were_doing/green_infrastructure/tools/stormwater_tree_trench,-75.17930831,39.94090775,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_tree_trench
765,Kemble Park,In Design,Tookany-Tacony/Frankford Creek Watershed,8,Stormwater Basin,$,$,$,$,Stormwater Basin,$,$,$,$,$,$,$,http://www.phillywatersheds.org/what_were_doing/green_infrastructure/tools/stormwater_basin,-75.14829577,40.04046184,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_basin
766,Kenderton Field,In Design,Delaware River Watershed,8,Stormwater Tree Trench,Stormwater Tree Trench,$,$,$,$,$,$,$,$,$,$,$,http://www.phillywatersheds.org/what_were_doing/green_infrastructure/tools/stormwater_tree_trench,-75.16179089,40.00784720,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_tree_trench
767,Kinsey from Tackawanna St to Torresdale St,In Design,Tookany-Tacony/Frankford Creek Watershed,7,Other,$,$,$,$,$,$,$,$,$,$,$,Other Project,http://www.phillywatersheds.org/what_were_doing/green_infrastructure/tools,-75.08261500,40.00986600,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools
768,Kinsey School,In Design,Tookany-Tacony/Frankford Creek Watershed,9,Stormwater Tree Trench,Stormwater Tree Trench,$,$,$,$,$,$,$,$,$,$,$,http://www.phillywatersheds.org/what_were_doing/green_infrastructure/tools/stormwater_tree_trench,-75.15211900,40.05355200,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_tree_trench
769,Lancaster Ave from N 58th St to N 63rd St,Constructed,Schuylkill River Watershed,4,Stormwater Bumpout,Stormwater Tree Trench,$,Stormwater Bumpout,$,$,$,$,Swale,$,$,$,$,http://www.phillywatersheds.org/what_were_doing/green_infrastructure/tools/stormwater_bumpout,-75.24255429,39.98314872,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_bumpout
770,Liberty Lands,Constructed,Delaware River Watershed,1,Rain Garden,$,$,$,Rain Garden,$,$,$,$,$,$,$,$,http://www.phillywatersheds.org/what_were_doing/green_infrastructure/projects/liberty_lands,-75.14196109,39.96643983,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/projects/liberty_lands
771,Little Sisters of the Poor,In Design,Schuylkill River Watershed,3,Stormwater Tree Trench,Stormwater Tree Trench,$,$,$,$,$,$,$,$,$,$,$,http://www.phillywatersheds.org/what_were_doing/green_infrastructure/tools/stormwater_tree_trench,-75.22161167,39.93967670,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_tree_trench
772,Logan School,In Design,Tookany-Tacony/Frankford Creek Watershed,8,Stormwater Tree Trench,Stormwater Tree Trench,$,$,$,$,$,$,$,$,$,$,$,http://www.phillywatersheds.org/what_were_doing/green_infrastructure/tools/stormwater_tree_trench,-75.15196800,40.03086900,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_tree_trench
773,Longstreth School,In Design,Darby Cobbs Watershed,3,Stormwater Planter,Stormwater Tree Trench,Stormwater Planter,$,$,$,$,$,$,$,$,$,$,http://www.phillywatersheds.org/what_were_doing/green_infrastructure/tools/stormwater-planter,-75.23187873,39.94055286,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater-planter
774,Madison Memorial Park,Constructed,Delaware River Watershed,1,Infiltration/Storage Trench,$,$,$,$,$,Infiltration Storage Trench,$,$,$,$,$,$,http://www.phillywatersheds.org/what_were_doing/green_infrastructure/tools/infiltration_storage_trench,-75.14092715,39.96083863,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/infiltration_storage_trench
775,Magnolia Cemetary,In Design,Delaware River Watershed,6,Stormwater Tree Trench,Stormwater Tree Trench,$,$,$,$,$,$,$,$,$,$,$,http://www.phillywatersheds.org/what_were_doing/green_infrastructure/tools/stormwater_tree_trench,-75.05284738,40.02401668,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_tree_trench
776,Malcolm X Park,In Design,Schuylkill River Watershed,3,Rain Garden,Stormwater Tree Trench,$,$,Rain Garden,$,$,$,$,$,$,$,$,http://www.phillywatersheds.org/what_were_doing/green_infrastructure/tools/rain_garden,-75.22543600,39.95266200,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/rain_garden
777,Marshall St from Hunting Park Ave to Cayuga St,In Design,Tookany-Tacony/Frankford Creek Watershed,7,Stormwater Tree Trench,Stormwater Tree Trench,$,$,$,$,$,Porous Paving,$,$,$,$,$,http://www.phillywatersheds.org/what_were_doing/green_infrastructure/projects/penn_alexander,-75.13763970,40.01700490,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/projects/penn_alexander
778,"Marston St, Eyre St, and Taney St",In Design,Schuylkill River Watershed,3,Porous Paving,$,$,$,$,$,Infiltration Storage Trench,Porous Paving,$,$,$,$,$,http://www.phillywatersheds.org/what_were_doing/green_infrastructure/tools/porous_paving,-75.17815700,39.98207300,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/porous_paving
779,"Marston St, Eyre St, and Taney St",In Design,Schuylkill River Watershed,3,Porous Paving,$,$,$,$,$,Infiltration Storage Trench,Porous Paving,$,$,$,$,$,http://www.phillywatersheds.org/what_were_doing/green_infrastructure/tools/porous_paving,-75.17939600,39.98258400,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/porous_paving
865,St. James Episcopal Church of Kingesessing,In Design,Darby Cobbs Watershed,2,Stormwater Tree Trench,Stormwater Tree Trench,$,$,$,$,$,$,$,$,$,$,$,http://www.phillywatersheds.org/what_were_doing/green_infrastructure/tools/stormwater_tree_trench,-75.23867800,39.92168600,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_tree_trench
866,St. Monica Manor,In Design,Delaware River Watershed,2,Stormwater Tree Trench,Stormwater Tree Trench,$,$,$,$,$,$,$,$,$,$,$,http://www.phillywatersheds.org/what_were_doing/green_infrastructure/tools/stormwater_tree_trench,-75.15400200,39.91658700,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_tree_trench
867,"Stenton Avenue and Washington Lane, NE Intersection",In Design,Tookany-Tacony/Frankford Creek Watershed,9,Rain Garden,$,$,$,Rain Garden,$,Infiltration Storage Trench,$,$,$,$,$,$,http://www.phillywatersheds.org/what_were_doing/green_infrastructure/tools/rain_garden,-75.16523800,40.05960300,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/rain_garden
868,Stephen Girard School,In Design,Schuylkill River Watershed,2,Stormwater Tree Trench,Stormwater Tree Trench,$,$,$,$,$,$,$,$,$,$,$,http://www.phillywatersheds.org/what_were_doing/green_infrastructure/tools/stormwater_tree_trench,-75.17672210,39.92470652,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_tree_trench
869,Stokley Playground,In Design,Delaware River Watershed,1,Stormwater Tree Trench,Stormwater Tree Trench,$,$,$,$,$,$,$,$,$,$,$,http://www.phillywatersheds.org/what_were_doing/green_infrastructure/tools/stormwater_tree_trench,-75.10697500,39.98222800,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_tree_trench
780,"Marston St, Eyre St, and Taney St",In Design,Schuylkill River Watershed,3,Porous Paving,$,$,$,$,$,Infiltration Storage Trench,Porous Paving,$,$,$,$,$,http://www.phillywatersheds.org/what_were_doing/green_infrastructure/tools/porous_paving,-75.17950800,39.98203800,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/porous_paving
781,Martin Luther King Recreation Center,In Design,Delaware River Watershed,5,Stormwater Tree Trench,Stormwater Tree Trench,$,$,$,$,$,$,$,$,$,$,$,http://www.phillywatersheds.org/what_were_doing/green_infrastructure/tools/stormwater_tree_trench,-75.17037874,39.98062125,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_tree_trench
782,Mastery Charter School,In Design,Schuylkill River Watershed,3,Stormwater Tree Trench,Stormwater Tree Trench,$,$,$,$,$,$,$,$,$,$,$,http://www.phillywatersheds.org/what_were_doing/green_infrastructure/tools/stormwater_tree_trench,-75.22846220,39.97601292,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_tree_trench
783,McCreesh Playground / Catharine Elementary School,In Design,Darby Cobbs Watershed,2,Stormwater Tree Trench,Stormwater Tree Trench,$,$,$,$,$,$,$,$,$,$,$,http://www.phillywatersheds.org/what_were_doing/green_infrastructure/tools/stormwater_tree_trench,-75.23906094,39.92734620,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_tree_trench
784,Mill Creek Playground Basketball Court,Constructed,Schuylkill River Watershed,3,Porous Paving,$,$,$,$,$,$,Porous Paving,$,$,$,$,$,http://www.phillywatersheds.org/what_were_doing/green_infrastructure/projects/porous_court_mill_creek,-75.21596083,39.96581352,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/projects/porous_court_mill_creek
785,Mole St from Fitzwater to Catharine St and Webster St from 16th to 17th,In Design,Delaware River Watershed,2,Porous Paving,$,$,$,$,$,$,Porous Paving,$,$,$,$,$,http://www.phillywatersheds.org/what_were_doing/green_infrastructure/tools/porous_paving,-75.16873715,39.94164693,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/porous_paving
786,"Mole, Bancroft",In Design,Schuylkill River Watershed,1,Porous Paving,$,$,$,$,$,$,Porous Paving,$,$,$,$,$,http://www.phillywatersheds.org/what_were_doing/green_infrastructure/tools/porous_paving,-75.17363700,39.91910100,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/porous_paving
787,"Mole, Bancroft",In Design,Schuylkill River Watershed,1,Porous Paving,$,$,$,$,$,$,Porous Paving,$,$,$,$,$,http://www.phillywatersheds.org/what_were_doing/green_infrastructure/tools/porous_paving,-75.17390200,39.92309300,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/porous_paving
788,"Mole, Bancroft",In Design,Schuylkill River Watershed,1,Porous Paving,$,$,$,$,$,$,Porous Paving,$,$,$,$,$,http://www.phillywatersheds.org/what_were_doing/green_infrastructure/tools/porous_paving,-75.17335500,39.92040700,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/porous_paving
789,"Mole, Bancroft",In Design,Schuylkill River Watershed,1,Porous Paving,$,$,$,$,$,$,Porous Paving,$,$,$,$,$,http://www.phillywatersheds.org/what_were_doing/green_infrastructure/tools/porous_paving,-75.17496700,39.91811100,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/porous_paving
790,"Mole, Bancroft",In Design,Schuylkill River Watershed,1,Porous Paving,$,$,$,$,$,$,Porous Paving,$,$,$,$,$,http://www.phillywatersheds.org/what_were_doing/green_infrastructure/tools/porous_paving,-75.17308200,39.92166400,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/porous_paving
791,"Mole, Bancroft",In Design,Schuylkill River Watershed,1,Porous Paving,$,$,$,$,$,$,Porous Paving,$,$,$,$,$,http://www.phillywatersheds.org/what_were_doing/green_infrastructure/tools/porous_paving,-75.17256400,39.92421700,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/porous_paving
792,Monkiewicz Playground,In Design,Delaware River Watershed,6,Stormwater Tree Trench,Stormwater Tree Trench,$,$,$,$,$,$,Swale,$,$,$,$,http://www.phillywatersheds.org/what_were_doing/green_infrastructure/tools/stormwater_tree_trench,-75.10026600,39.98322000,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_tree_trench
708,Daroff School,In Design,Darby Cobbs Watershed,4,Stormwater Bumpout,Stormwater Tree Trench,Stormwater Planter,Stormwater Bumpout,$,$,$,$,$,$,$,$,$,http://www.phillywatersheds.org/what_were_doing/green_infrastructure/tools/stormwater_bumpout,-75.23301909,39.96493405,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_bumpout
709,Dauphin from Frankford to Tulip,In Design,Delaware River Watershed,1,Stormwater Tree Trench,Stormwater Tree Trench,$,$,$,$,Infiltration Storage Trench,Porous Paving,$,$,$,$,$,http://www.phillywatersheds.org/what_were_doing/green_infrastructure/tools/stormwater_tree_trench,-75.12794500,39.97981700,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_tree_trench
710,Dendy Recreation Center,In Design,Delaware River Watershed,5,Stormwater Tree Trench,Stormwater Tree Trench,$,$,$,$,$,$,$,$,$,$,$,http://www.phillywatersheds.org/what_were_doing/green_infrastructure/tools/stormwater_tree_trench,-75.15116453,39.97534099,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_tree_trench
711,Diamond St,Constructed,Delaware River Watershed,5,Stormwater Tree Trench,Stormwater Tree Trench,$,$,$,$,$,$,$,$,$,$,$,http://www.phillywatersheds.org/what_were_doing/green_infrastructure/tools/stormwater_tree_trench,-75.17563868,39.98726423,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_tree_trench
712,Diamond St from 25th St to Stillman St,In Design,Delaware River Watershed,5,Stormwater Tree Trench,Stormwater Tree Trench,$,$,$,$,$,$,$,$,$,$,$,http://www.phillywatersheds.org/what_were_doing/green_infrastructure/tools/stormwater_tree_trench,-75.17469690,39.98714043,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_tree_trench
713,Dick Elementary School,In Design,Delaware River Watershed,5,Stormwater Tree Trench,Stormwater Tree Trench,$,$,$,$,$,$,$,$,$,$,$,http://www.phillywatersheds.org/what_were_doing/green_infrastructure/tools/stormwater_tree_trench,-75.17316422,39.98663818,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_tree_trench
714,Dickinson Square,In Design,Delaware River Watershed,1,Stormwater Bumpout,Stormwater Tree Trench,$,Stormwater Bumpout,$,$,Infiltration Storage Trench,$,$,$,$,$,$,http://www.phillywatersheds.org/what_were_doing/green_infrastructure/tools/stormwater_bumpout,-75.15116056,39.92696337,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_bumpout
715,Donald Finnegan Playground,In Design,Schuylkill River Watershed,2,Stormwater Tree Trench,Stormwater Tree Trench,$,$,$,$,$,$,$,$,$,$,$,http://www.phillywatersheds.org/what_were_doing/green_infrastructure/tools/stormwater_tree_trench,-75.19336724,39.93861243,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_tree_trench
716,Dorsey Playground,In Design,Delaware River Watershed,6,Stormwater Tree Trench,Stormwater Tree Trench,$,$,$,$,$,$,$,$,$,$,$,http://www.phillywatersheds.org/what_were_doing/green_infrastructure/tools/stormwater_tree_trench,-75.04813004,40.02159782,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_tree_trench
717,Drexel College of Media Arts & Design,In Design,Schuylkill River Watershed,3,Stormwater Tree Trench,Stormwater Tree Trench,$,$,$,$,$,$,$,$,$,$,$,http://www.phillywatersheds.org/what_were_doing/green_infrastructure/tools/stormwater_tree_trench,-75.19227306,39.95677497,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_tree_trench
718,E.H. Vare Middle School,In Design,Schuylkill River Watershed,2,Stormwater Tree Trench,Stormwater Tree Trench,$,$,$,$,$,$,$,$,$,$,$,http://www.phillywatersheds.org/what_were_doing/green_infrastructure/tools/stormwater_tree_trench,-75.18537078,39.92574316,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_tree_trench
719,Eadom Parking Lot,Constructed,Delaware River Watershed,6,Rain Garden,$,$,$,Rain Garden,$,$,$,$,$,$,$,$,http://www.phillywatersheds.org/what_were_doing/green_infrastructure/tools/rain_garden,-75.06806700,40.01046400,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/rain_garden
720,Earl St (Hetzell Playground),Constructed,Delaware River Watershed,5,Stormwater Tree Trench,Stormwater Tree Trench,$,$,$,$,$,$,$,$,$,$,$,http://www.phillywatersheds.org/what_were_doing/green_infrastructure/tools/stormwater_tree_trench,-75.13044667,39.97230892,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_tree_trench
669,Benjamin Franklin Pkwy from 16th St to 19th St,In Design,Schuylkill River Watershed,5,Infiltration/Storage Trench,$,$,$,$,$,Infiltration Storage Trench,$,$,$,$,$,$,http://www.phillywatersheds.org/what_were_doing/green_infrastructure/tools/infiltration_storage_trench,-75.16780327,39.95593684,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/infiltration_storage_trench
670,Benson Park,In Design,Delaware River Watershed,7,Stormwater Planter,$,Stormwater Planter,$,$,$,Infiltration Storage Trench,Porous Paving,$,$,$,$,$,http://www.phillywatersheds.org/what_were_doing/green_infrastructure/tools/stormwater-planter,-75.14282600,39.97351900,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater-planter
671,Blackwell Homes,Constructed,Schuylkill River Watershed,3,Infiltration/Storage Trench,$,$,$,$,$,Infiltration Storage Trench,$,$,$,$,$,Other Project,http://www.phillywatersheds.org/what_were_doing/traditional_infrastructure/projects/blackwell_homes,-75.21516295,39.96418947,http://www.phillywatersheds.org/what_were_doing/,traditional_infrastructure/projects/blackwell_homes
672,Blair St from Hewson to Palmer (Shissler),Constructed,Delaware River Watershed,7,Stormwater Tree Trench,Stormwater Tree Trench,$,$,$,$,$,$,$,$,$,$,$,http://www.phillywatersheds.org/what_were_doing/green_infrastructure/tools/stormwater_tree_trench,-75.13191087,39.97809808,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_tree_trench
673,Blue Bell Inn Triangle,In Design,Darby Cobbs Watershed,2,Rain Garden,$,$,$,Rain Garden,$,$,$,$,$,$,$,$,http://www.phillywatersheds.org/what_were_doing/green_infrastructure/tools/rain_garden,-75.24586571,39.91763963,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/rain_garden
674,Bodine High School,In Design,Delaware River Watershed,1,Stormwater Planter,Stormwater Tree Trench,Stormwater Planter,$,$,$,Infiltration Storage Trench,$,$,$,$,$,$,http://www.phillywatersheds.org/what_were_doing/green_infrastructure/tools/stormwater-planter,-75.14305224,39.96817569,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater-planter
675,Bridesburg Recreation Center and Bridesburg School,In Design,Delaware River Watershed,6,Rain Garden,Stormwater Tree Trench,$,$,Rain Garden,$,$,$,$,$,$,$,$,http://www.phillywatersheds.org/what_were_doing/green_infrastructure/tools/rain_garden,-75.06720070,39.99932781,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/rain_garden
676,Bryant Elementary School,In Design,Darby Cobbs Watershed,3,Stormwater Tree Trench,Stormwater Tree Trench,$,$,$,$,$,$,$,$,$,$,$,http://www.phillywatersheds.org/what_were_doing/green_infrastructure/tools/stormwater_tree_trench,-75.24362872,39.95296716,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_tree_trench
677,Bureau of Laboratory Services,Constructed,Tookany-Tacony/Frankford Creek Watershed,7,Stormwater Planter,Stormwater Tree Trench,Stormwater Planter,$,$,$,$,$,$,$,$,$,$,http://www.phillywatersheds.org/what_were_doing/green_infrastructure/tools/stormwater-planter,-75.09731427,40.00929438,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater-planter
678,Bustleton Ave (Tiger III),In Design,Delaware River Watershed,"6,7",Stormwater Tree Trench,Stormwater Tree Trench,$,$,$,$,$,$,$,$,$,$,$,http://www.phillywatersheds.org/what_were_doing/green_infrastructure/tools/stormwater_tree_trench,-75.06434600,40.04168800,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_tree_trench
679,Callowhill Stormwater Trees,In Design,Delaware River Watershed,1,Other,$,$,$,$,$,$,$,$,$,$,$,Other Project,http://www.phillywatersheds.org/what_were_doing/green_infrastructure/tools,-75.14642000,39.95775000,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools
680,"Camac St, Iseminger St, Juniper St, McClellan St, Pierce St, Watkins St",In Design,Delaware River Watershed,1,Porous Paving,$,$,$,$,$,$,Porous Paving,$,$,$,$,$,http://www.phillywatersheds.org/what_were_doing/green_infrastructure/tools/porous_paving,-75.16427500,39.92825900,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/porous_paving
681,"Camac St, Iseminger St, Juniper St, McClellan St, Pierce St, Watkins St",In Design,Delaware River Watershed,1,Porous Paving,$,$,$,$,$,$,Porous Paving,$,$,$,$,$,http://www.phillywatersheds.org/what_were_doing/green_infrastructure/tools/porous_paving,-75.16440300,39.92792100,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/porous_paving
682,"Camac St, Iseminger St, Juniper St, McClellan St, Pierce St, Watkins St",In Design,Delaware River Watershed,1,Porous Paving,$,$,$,$,$,$,Porous Paving,$,$,$,$,$,http://www.phillywatersheds.org/what_were_doing/green_infrastructure/tools/porous_paving,-75.16592700,39.92705700,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/porous_paving
683,"Camac St, Iseminger St, Juniper St, McClellan St, Pierce St, Watkins St",In Design,Delaware River Watershed,1,Porous Paving,$,$,$,$,$,$,Porous Paving,$,$,$,$,$,http://www.phillywatersheds.org/what_were_doing/green_infrastructure/tools/porous_paving,-75.16597000,39.92851400,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/porous_paving
684,"Camac St, Iseminger St, Juniper St, McClellan St, Pierce St, Watkins St",In Design,Delaware River Watershed,1,Porous Paving,$,$,$,$,$,$,Porous Paving,$,$,$,$,$,http://www.phillywatersheds.org/what_were_doing/green_infrastructure/tools/porous_paving,-75.16796400,39.92747700,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/porous_paving
685,"Carlisle, Hicks, and Mole",In Design,Schuylkill River Watershed,2,Porous Paving,$,$,$,$,$,$,Porous Paving,$,$,$,$,$,http://www.phillywatersheds.org/what_were_doing/green_infrastructure/tools/porous_paving,-75.17067900,39.93264400,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/porous_paving
686,"Carlisle, Hicks, and Mole",In Design,Schuylkill River Watershed,2,Porous Paving,$,$,$,$,$,$,Porous Paving,$,$,$,$,$,http://www.phillywatersheds.org/what_were_doing/green_infrastructure/tools/porous_paving,-75.16914500,39.93132700,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/porous_paving
687,"Carlisle, Hicks, and Mole",In Design,Schuylkill River Watershed,2,Porous Paving,$,$,$,$,$,$,Porous Paving,$,$,$,$,$,http://www.phillywatersheds.org/what_were_doing/green_infrastructure/tools/porous_paving,-75.17022300,39.93258600,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/porous_paving
688,Carmella Playground/Warren G Harding School/White Hall Commons,In Design,Delaware River Watershed,1,Stormwater Tree Trench,Stormwater Tree Trench,$,$,$,$,$,$,$,$,$,$,$,http://www.phillywatersheds.org/what_were_doing/green_infrastructure/tools/stormwater_tree_trench,-75.07511691,40.01269529,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_tree_trench
689,Cassidy Elementary School,In Design,Darby Cobbs Watershed,4,Stormwater Tree Trench,Stormwater Tree Trench,$,$,$,$,$,$,$,$,$,$,$,http://www.phillywatersheds.org/what_were_doing/green_infrastructure/tools/stormwater_tree_trench,-75.25076698,39.97552211,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_tree_trench
690,Cecil B Moore - 31st to 32nd,In Design,Schuylkill River Watershed,5,Infiltration/Storage Trench,$,$,$,$,$,Infiltration Storage Trench,$,$,$,$,$,$,http://www.phillywatersheds.org/what_were_doing/green_infrastructure/tools/infiltration_storage_trench,-75.18657800,39.98241700,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/infiltration_storage_trench
691,Cecil B Moore Recreation Center,In Design,Delaware River Watershed,5,Stormwater Bumpout,Stormwater Tree Trench,$,Stormwater Bumpout,$,$,$,$,$,$,$,$,$,http://www.phillywatersheds.org/what_were_doing/green_infrastructure/tools/stormwater_bumpout,-75.16616326,39.99429170,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_bumpout
692,Chelten Hills Cemetery,In Design,Tookany-Tacony/Frankford Creek Watershed,9,Stormwater Tree Trench,Stormwater Tree Trench,$,$,$,$,$,$,Swale,$,$,$,$,http://www.phillywatersheds.org/what_were_doing/green_infrastructure/tools/stormwater_tree_trench,-75.16413100,40.06512300,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_tree_trench
693,Chew Playground,In Design,Schuylkill River Watershed,2,Stormwater Bumpout,Stormwater Tree Trench,$,Stormwater Bumpout,$,$,$,$,$,$,$,$,$,http://www.phillywatersheds.org/what_were_doing/green_infrastructure/tools/stormwater_bumpout,-75.17411884,39.93822721,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_bumpout
694,Christy Recreation Center,In Design,Darby Cobbs Watershed,3,Stormwater Tree Trench,Stormwater Tree Trench,$,$,$,$,$,$,$,$,$,$,$,http://www.phillywatersheds.org/what_were_doing/green_infrastructure/tools/stormwater_tree_trench,-75.23489969,39.94878964,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_tree_trench
695,Clark Park Basketball Court,Constructed,Schuylkill River Watershed,3,Infiltration/Storage Trench,$,$,$,$,$,Infiltration Storage Trench,$,$,$,$,$,$,http://www.phillywatersheds.org/what_were_doing/green_infrastructure/projects/clark_park,-75.20925973,39.94675833,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/projects/clark_park
696,Cleveland/Gratz/Greene/Roberts,In Design,Tookany-Tacony/Frankford Creek Watershed,1,Stormwater Tree Trench,Stormwater Tree Trench,$,$,$,$,$,$,$,$,$,$,$,http://www.phillywatersheds.org/what_were_doing/green_infrastructure/tools/stormwater_tree_trench,-75.15875100,40.02147300,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_tree_trench
697,Cleveland/Gratz/Greene/Roberts,In Design,Tookany-Tacony/Frankford Creek Watershed,1,Stormwater Tree Trench,Stormwater Tree Trench,$,$,$,$,$,$,$,$,$,$,$,http://www.phillywatersheds.org/what_were_doing/green_infrastructure/tools/stormwater_tree_trench,-75.15805900,40.02151800,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_tree_trench
