"OBJECTID,N,10,0","NAME,C,80","STATUS,C,50","WATERSHED,C,50","COUNCIL_DI,C,5","PRIMARY_FE,C,50","SW_TREE_TR,C,50","SW_PLANTER,C,50","SW_BUMPOUT,C,50","RAIN_GARDE,C,50","SW_BASIN,C,50","INFILTRATI,C,50","POROUS_PAV,C,50","SWALE,C,50","SW_WETLAND,C,50","CISTERN_RA,C,50","GREEN_ROOF,C,50","OTHER,C,50","LINK,C,254","LONGITUDE,N,19,8","LATITUDE,N,19,8","LINK_1,C,100","LINK_2,C,100"
801,Ontario St from A St to 6th St,In Design,Delaware River Watershed,7,Stormwater Tree Trench,Stormwater Tree Trench,$,$,$,$,$,$,$,$,$,$,$,http://www.phillywatersheds.org/what_were_doing/green_infrastructure/tools/stormwater_tree_trench,-75.12770900,40.00151700,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_tree_trench
802,Overbrook Elementary,In Design,Schuylkill River Watershed,4,Stormwater Tree Trench,Stormwater Tree Trench,$,$,$,$,$,$,$,$,$,$,$,http://www.phillywatersheds.org/what_were_doing/green_infrastructure/tools/stormwater_tree_trench,-75.24551511,39.98184537,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_tree_trench
803,Palmer St from Frankford Ave to Blair St (Shissler),Constructed,Delaware River Watershed,7,Stormwater Tree Trench,Stormwater Tree Trench,$,$,$,$,$,$,$,$,$,$,$,http://www.phillywatersheds.org/what_were_doing/green_infrastructure/tools/stormwater_tree_trench,-75.13287369,39.97565512,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_tree_trench
804,Panati Playground,In Design,Delaware River Watershed,8,Rain Garden,Stormwater Tree Trench,$,$,Rain Garden,$,$,$,$,$,$,$,$,http://www.phillywatersheds.org/what_were_doing/green_infrastructure/tools/rain_garden,-75.16633300,40.00180300,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/rain_garden
805,Park Ave,In Design,Delaware River Watershed,5,Stormwater Tree Trench,Stormwater Tree Trench,$,$,$,$,$,$,$,$,$,$,$,http://www.phillywatersheds.org/what_were_doing/green_infrastructure/tools/stormwater_tree_trench,-75.15471726,39.98526618,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_tree_trench
806,"Parking Lot - 12th St, Marvine St, and Diamond St",In Design,Delaware River Watershed,5,Stormwater Tree Trench,Stormwater Tree Trench,$,$,$,$,$,$,$,$,$,$,$,http://www.phillywatersheds.org/what_were_doing/green_infrastructure/tools/stormwater_tree_trench,-75.15260257,39.98341308,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_tree_trench
807,Passyunk Ave,In Design,Schuylkill River Watershed,2,Stormwater Bumpout,$,$,Stormwater Bumpout,$,$,$,$,$,$,$,$,$,http://www.phillywatersheds.org/what_were_doing/green_infrastructure/tools/stormwater_bumpout,-75.21587677,39.91715662,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_bumpout
808,Passyunk Ave,In Design,Schuylkill River Watershed,2,Stormwater Bumpout,$,$,Stormwater Bumpout,$,$,$,$,$,$,$,$,$,http://www.phillywatersheds.org/what_were_doing/green_infrastructure/tools/stormwater_bumpout,-75.19371174,39.92102049,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_bumpout
809,Passyunk Ave,In Design,Schuylkill River Watershed,2,Stormwater Bumpout,$,$,Stormwater Bumpout,$,$,$,$,$,$,$,$,$,http://www.phillywatersheds.org/what_were_doing/green_infrastructure/tools/stormwater_bumpout,-75.20887409,39.91846949,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_bumpout
810,Passyunk Ave from Dickinson St To Reed St,In Design,Delaware River Watershed,1,Stormwater Planter,$,Stormwater Planter,$,$,$,Infiltration Storage Trench,$,$,$,$,$,$,http://www.phillywatersheds.org/what_were_doing/green_infrastructure/tools/stormwater-planter,-75.16200500,39.93106400,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater-planter
811,Patterson School,In Design,Schuylkill River Watershed,2,Stormwater Tree Trench,Stormwater Tree Trench,$,$,$,$,$,$,$,$,$,$,$,http://www.phillywatersheds.org/what_were_doing/green_infrastructure/tools/stormwater_tree_trench,-75.23669000,39.91617700,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_tree_trench
812,Patton - Turner to Cecil B Moore,In Design,Schuylkill River Watershed,5,Stormwater Tree Trench,Stormwater Tree Trench,$,$,$,$,$,$,$,$,$,$,$,http://www.phillywatersheds.org/what_were_doing/green_infrastructure/tools/stormwater_tree_trench,-75.18613300,39.98199700,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_tree_trench
813,Penn Alexander School,Constructed,Schuylkill River Watershed,3,Rain Garden,$,$,$,Rain Garden,$,Infiltration Storage Trench,Porous Paving,$,$,$,$,$,http://www.phillywatersheds.org/what_were_doing/green_infrastructure/tools/rain_garden,-75.20820402,39.95316892,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/rain_garden
814,Pennypack Park,Constructed,Pennypack Creek Watershed,10,Stormwater Wetland,$,$,$,$,$,$,Porous Paving,$,Stormwater Wetland,$,$,$,http://www.phillywatersheds.org/what_were_doing/green_infrastructure/tools/stormwater_wetland,-75.06207000,40.08526100,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_wetland
815,Pennypacker School,In Design,Tookany-Tacony/Frankford Creek Watershed,9,Stormwater Tree Trench,Stormwater Tree Trench,$,$,$,$,$,$,$,$,$,$,$,http://www.phillywatersheds.org/what_were_doing/green_infrastructure/tools/stormwater_tree_trench,-75.15891200,40.06525100,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_tree_trench
816,Percy St from Catharine St to Christian St,Constructed,Delaware River Watershed,1,Porous Paving,$,$,$,$,$,$,Porous Paving,$,$,$,$,$,http://www.phillywatersheds.org/what_were_doing/green_infrastructure/tools/porous_paving,-75.15819864,39.93945940,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/porous_paving
817,Philadelphia Military Academy,In Design,Delaware River Watershed,5,Stormwater Tree Trench,Stormwater Tree Trench,$,$,$,$,$,$,$,$,$,$,$,http://www.phillywatersheds.org/what_were_doing/green_infrastructure/tools/stormwater_tree_trench,-75.15471726,39.98526618,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_tree_trench
818,Philadelphia Zoo,In Design,Schuylkill River Watershed,4,Stormwater Planter,$,Stormwater Planter,$,Rain Garden,$,Infiltration Storage Trench,$,$,$,$,$,$,http://www.phillywatersheds.org/what_were_doing/green_infrastructure/tools/stormwater-planter,-75.20060200,39.97480200,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater-planter
819,Philadelphia Zoo,In Design,Schuylkill River Watershed,4,Stormwater Planter,$,Stormwater Planter,$,Rain Garden,$,Infiltration Storage Trench,$,$,$,$,$,$,http://www.phillywatersheds.org/what_were_doing/green_infrastructure/tools/stormwater-planter,-75.19774800,39.97475500,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater-planter
820,Pleasant Playground,In Design,Tookany-Tacony/Frankford Creek Watershed,8,Stormwater Tree Trench,Stormwater Tree Trench,$,$,$,$,$,$,$,$,$,$,$,http://www.phillywatersheds.org/what_were_doing/green_infrastructure/tools/stormwater_tree_trench,-75.18286659,40.05668141,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_tree_trench
821,Police Forensic Center,Constructed,Delaware River Watershed,5,Rain Garden,$,$,$,Rain Garden,$,$,$,$,$,$,$,$,http://www.phillywatersheds.org/what_were_doing/green_infrastructure/projects/police_forensic,-75.15010476,39.96741134,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/projects/police_forensic
822,Poplar St from 8th St to Franklin St,In Design,Delaware River Watershed,5,Stormwater Tree Trench,Stormwater Tree Trench,$,$,$,$,$,$,$,$,$,$,$,http://www.phillywatersheds.org/what_were_doing/green_infrastructure/tools/stormwater_tree_trench,-75.14981854,39.96788453,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_tree_trench
823,Queen Lane from Henry St to Fox St,Constructed,Schuylkill River Watershed,4,Stormwater Bumpout,$,$,Stormwater Bumpout,$,$,$,$,$,$,$,$,$,http://www.phillywatersheds.org/what_were_doing/green_infrastructure/tools/stormwater_bumpout,-75.18524690,40.01710267,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_bumpout
824,Reese St,Constructed,Delaware River Watershed,7,Stormwater Tree Trench,Stormwater Tree Trench,$,$,$,$,$,$,$,$,$,$,$,http://www.phillywatersheds.org/what_were_doing/green_infrastructure/tools/stormwater_tree_trench,-75.14307801,39.98083043,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_tree_trench
825,Richmond Library,In Design,Delaware River Watershed,1,Rain Garden,Stormwater Tree Trench,$,$,Rain Garden,$,$,$,$,$,$,$,$,http://www.phillywatersheds.org/what_were_doing/green_infrastructure/tools/rain_garden,-75.10834200,39.98281300,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/rain_garden
826,Ridgewood - 55th to 54th,In Design,Darby Cobbs Watershed,3,Stormwater Tree Trench,Stormwater Tree Trench,$,$,$,$,$,$,$,$,$,$,$,http://www.phillywatersheds.org/what_were_doing/green_infrastructure/tools/stormwater_tree_trench,-75.22998700,39.94146900,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_tree_trench
827,Ridgewood - 55th to 54th,In Design,Darby Cobbs Watershed,3,Stormwater Tree Trench,Stormwater Tree Trench,$,$,$,$,$,$,$,$,$,$,$,http://www.phillywatersheds.org/what_were_doing/green_infrastructure/tools/stormwater_tree_trench,-75.22851100,39.94247600,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_tree_trench
828,Rockland St,Constructed,Tookany-Tacony/Frankford Creek Watershed,8,Infiltration/Storage Trench,$,$,$,$,$,Infiltration Storage Trench,$,$,$,$,$,$,http://www.phillywatersheds.org/what_were_doing/green_infrastructure/tools/infiltration_storage_trench,-75.14503200,40.02736800,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/infiltration_storage_trench
829,Roosevelt Playground,In Design,Delaware River Watershed,6,Stormwater Planter,Stormwater Tree Trench,Stormwater Planter,$,$,$,Infiltration Storage Trench,$,$,$,$,$,$,http://www.phillywatersheds.org/what_were_doing/green_infrastructure/tools/stormwater-planter,-75.05407389,40.02561648,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater-planter
830,Rowen William School,In Design,Tookany-Tacony/Frankford Creek Watershed,9,Stormwater Tree Trench,Stormwater Tree Trench,$,$,$,$,$,$,$,$,$,$,$,http://www.phillywatersheds.org/what_were_doing/green_infrastructure/tools/stormwater_tree_trench,-75.14822100,40.05870500,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_tree_trench
831,Sacks Playground,In Design,Delaware River Watershed,1,Stormwater Tree Trench,Stormwater Tree Trench,$,$,$,$,$,$,$,$,$,$,$,http://www.phillywatersheds.org/what_were_doing/green_infrastructure/tools/stormwater_tree_trench,-75.15167654,39.93393012,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_tree_trench
832,Safe Routes to Schools,In Design,Darby Cobbs Watershed,"3,4",Stormwater Bumpout,$,$,Stormwater Bumpout,$,$,$,$,$,$,$,$,$,http://www.phillywatersheds.org/what_were_doing/green_infrastructure/tools/stormwater_bumpout,-75.26761800,39.97465200,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_bumpout
833,Safe Routes to Schools,In Design,Darby Cobbs Watershed,"3,4",Stormwater Bumpout,$,$,Stormwater Bumpout,$,$,$,$,$,$,$,$,$,http://www.phillywatersheds.org/what_were_doing/green_infrastructure/tools/stormwater_bumpout,-75.25654300,39.98064900,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_bumpout
834,Safe Routes to Schools,In Design,Darby Cobbs Watershed,"3,4",Stormwater Bumpout,$,$,Stormwater Bumpout,$,$,$,$,$,$,$,$,$,http://www.phillywatersheds.org/what_were_doing/green_infrastructure/tools/stormwater_bumpout,-75.25106900,39.98161000,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_bumpout
835,Safe Routes to Schools,In Design,Schuylkill River Watershed,"3,4",Stormwater Bumpout,$,$,Stormwater Bumpout,$,$,$,$,$,$,$,$,$,http://www.phillywatersheds.org/what_were_doing/green_infrastructure/tools/stormwater_bumpout,-75.21388800,39.97131900,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_bumpout
836,Safe Routes to Schools,In Design,Schuylkill River Watershed,"3,4",Stormwater Bumpout,$,$,Stormwater Bumpout,$,$,$,$,$,$,$,$,$,http://www.phillywatersheds.org/what_were_doing/green_infrastructure/tools/stormwater_bumpout,-75.21181400,39.97126700,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_bumpout
721,East Falls Parking Lot,Constructed,Schuylkill River Watershed,4,Rain Garden,$,$,$,Rain Garden,$,$,$,$,$,$,$,$,http://www.phillywatersheds.org/what_were_doing/green_infrastructure/tools/rain_garden,-75.19198236,40.00717411,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/rain_garden
722,Elmwood Park,In Design,Schuylkill River Watershed,2,Rain Garden,Stormwater Tree Trench,$,$,Rain Garden,$,$,$,$,$,$,$,$,http://www.phillywatersheds.org/what_were_doing/green_infrastructure/tools/rain_garden,-75.23772400,39.91377600,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/rain_garden
723,Epiphany of Our Lord School,In Design,Delaware River Watershed,1,Infiltration/Storage Trench,$,$,$,$,$,Infiltration Storage Trench,$,$,$,$,$,$,http://www.phillywatersheds.org/what_were_doing/green_infrastructure/tools/infiltration_storage_trench,-75.16758401,39.92260409,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/infiltration_storage_trench
724,"Federal St, Wharton St, Columbus Square",In Design,Delaware River Watershed,1,Rain Garden,Stormwater Tree Trench,$,$,Rain Garden,$,$,$,$,$,$,$,$,http://www.phillywatersheds.org/what_were_doing/green_infrastructure/tools/rain_garden,-75.16683000,39.93402600,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/rain_garden
725,"Federal St, Wharton St, Columbus Square",In Design,Delaware River Watershed,1,Rain Garden,Stormwater Tree Trench,$,$,Rain Garden,$,$,$,$,$,$,$,$,http://www.phillywatersheds.org/what_were_doing/green_infrastructure/tools/rain_garden,-75.16647200,39.93556100,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/rain_garden
726,"Federal St, Wharton St, Columbus Square",In Design,Delaware River Watershed,1,Rain Garden,Stormwater Tree Trench,$,$,Rain Garden,$,$,$,$,$,$,$,$,http://www.phillywatersheds.org/what_were_doing/green_infrastructure/tools/rain_garden,-75.16407500,39.93359800,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/rain_garden
727,Ferko Playground (Tacony Creek Park),In Design,Tookany-Tacony/Frankford Creek Watershed,7,Rain Garden,Stormwater Tree Trench,$,$,Rain Garden,$,Infiltration Storage Trench,$,Swale,$,$,$,$,http://www.phillywatersheds.org/what_were_doing/green_infrastructure/tools/rain_garden,-75.10340800,40.01462900,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/rain_garden
728,Finley Playground,In Design,Tookany-Tacony/Frankford Creek Watershed,9,Stormwater Bumpout,Stormwater Tree Trench,$,Stormwater Bumpout,$,$,$,$,$,$,$,$,$,http://www.phillywatersheds.org/what_were_doing/green_infrastructure/tools/stormwater_bumpout,-75.17000100,40.06435500,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_bumpout
729,Francis Scott Key School,In Design,Delaware River Watershed,1,Stormwater Tree Trench,Stormwater Tree Trench,$,$,$,$,Infiltration Storage Trench,$,$,$,$,$,$,http://www.phillywatersheds.org/what_were_doing/green_infrastructure/tools/stormwater_tree_trench,-75.16056126,39.92097392,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_tree_trench
730,Frankford from Placid to Ellie,In Design,Pennypack Creek Watershed,"10,6",Stormwater Tree Trench,Stormwater Tree Trench,$,$,$,$,$,$,$,$,$,$,$,http://www.phillywatersheds.org/what_were_doing/green_infrastructure/tools/stormwater_tree_trench,-75.00788700,40.05238200,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_tree_trench
731,Franklin St from Diamond St to Norris St,In Design,Delaware River Watershed,5,Stormwater Tree Trench,Stormwater Tree Trench,$,$,$,$,$,$,$,$,$,$,$,http://www.phillywatersheds.org/what_were_doing/green_infrastructure/tools/stormwater_tree_trench,-75.14676974,39.98189432,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_tree_trench
732,Frederick Douglass Elementary School,In Design,Delaware River Watershed,5,Stormwater Tree Trench,Stormwater Tree Trench,$,$,$,$,$,$,$,$,$,$,$,http://www.phillywatersheds.org/what_were_doing/green_infrastructure/tools/stormwater_tree_trench,-75.16965208,39.98410367,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_tree_trench
733,Front St,Constructed,Delaware River Watershed,1,Stormwater Tree Trench,Stormwater Tree Trench,$,$,$,$,$,$,$,$,$,$,$,http://www.phillywatersheds.org/what_were_doing/green_infrastructure/tools/stormwater_tree_trench,-75.14593255,39.93189037,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_tree_trench
734,"Galloway, Howard, & Hancock",In Design,Delaware River Watershed,2,Stormwater Tree Trench,Stormwater Tree Trench,$,$,$,$,$,Porous Paving,$,$,$,$,$,http://www.phillywatersheds.org/what_were_doing/green_infrastructure/tools/stormwater_tree_trench,-75.15061600,39.91613000,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_tree_trench
735,"Galloway, Howard, & Hancock",In Design,Delaware River Watershed,2,Stormwater Tree Trench,Stormwater Tree Trench,$,$,$,$,$,Porous Paving,$,$,$,$,$,http://www.phillywatersheds.org/what_were_doing/green_infrastructure/tools/stormwater_tree_trench,-75.15332500,39.91680900,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_tree_trench
736,"Galloway, Howard, & Hancock",In Design,Delaware River Watershed,2,Stormwater Tree Trench,Stormwater Tree Trench,$,$,$,$,$,Porous Paving,$,$,$,$,$,http://www.phillywatersheds.org/what_were_doing/green_infrastructure/tools/stormwater_tree_trench,-75.15010600,39.91607700,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_tree_trench
737,Gathers Recreation Center,In Design,Delaware River Watershed,5,Other,$,$,$,$,$,$,$,$,$,$,$,$,http://www.phillywatersheds.org/what_were_doing/green_infrastructure/tools,-75.17474600,39.98766700,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools
738,"Gaul, Weikel, Witte",In Design,Delaware River Watershed,1,Stormwater Tree Trench,Stormwater Tree Trench,$,$,$,$,$,$,$,$,$,$,$,http://www.phillywatersheds.org/what_were_doing/green_infrastructure/tools/stormwater_tree_trench,-75.09999800,39.99509000,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_tree_trench
739,"Gaul, Weikel, Witte",In Design,Delaware River Watershed,1,Stormwater Tree Trench,Stormwater Tree Trench,$,$,$,$,$,$,$,$,$,$,$,http://www.phillywatersheds.org/what_were_doing/green_infrastructure/tools/stormwater_tree_trench,-75.10185600,39.99318300,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_tree_trench
740,"Gaul, Weikel, Witte",In Design,Delaware River Watershed,1,Stormwater Tree Trench,Stormwater Tree Trench,$,$,$,$,$,$,$,$,$,$,$,http://www.phillywatersheds.org/what_were_doing/green_infrastructure/tools/stormwater_tree_trench,-75.10854200,39.98525300,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_tree_trench
741,"Gaul, Weikel, Witte",In Design,Delaware River Watershed,1,Stormwater Tree Trench,Stormwater Tree Trench,$,$,$,$,$,$,$,$,$,$,$,http://www.phillywatersheds.org/what_were_doing/green_infrastructure/tools/stormwater_tree_trench,-75.11348000,39.98701700,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_tree_trench
742,George W. Nebinger School,In Design,Delaware River Watershed,1,Rain Garden,$,$,$,Rain Garden,$,Infiltration Storage Trench,Porous Paving,$,$,$,$,$,http://www.phillywatersheds.org/what_were_doing/green_infrastructure/tools/rain_garden,-75.15382600,39.93672200,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/rain_garden
743,Germantown Ave SFR - Phase 5,In Design,Delaware River Watershed,1,Infiltration/Storage Trench,$,$,$,$,$,Infiltration Storage Trench,$,$,$,$,$,$,http://www.phillywatersheds.org/what_were_doing/green_infrastructure/tools/infiltration_storage_trench,-75.13970600,39.96773000,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/infiltration_storage_trench
744,Germantown Ave Storm Flood Relief,In Design,Delaware River Watershed,1,Stormwater Tree Trench,Stormwater Tree Trench,$,$,$,$,Infiltration Storage Trench,$,$,$,$,$,$,http://www.phillywatersheds.org/what_were_doing/green_infrastructure/tools/stormwater_tree_trench,-75.13970600,39.96773000,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_tree_trench
745,Germantown Ave Storm Flood Relief,In Design,Delaware River Watershed,1,Stormwater Tree Trench,Stormwater Tree Trench,$,$,$,$,$,$,$,$,$,$,Other Project,http://www.phillywatersheds.org/what_were_doing/green_infrastructure/tools/stormwater_tree_trench,-75.14114709,39.97103811,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_tree_trench
746,Greenfield Elementary School,Constructed,Schuylkill River Watershed,2,Rain Garden,$,$,$,Rain Garden,$,$,Porous Paving,$,$,$,$,$,http://www.phillywatersheds.org/what_were_doing/green_infrastructure/tools/rain_garden,-75.17773408,39.95198262,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/rain_garden
747,Harpers Hollow Park,In Design,Tookany-Tacony/Frankford Creek Watershed,8,Stormwater Basin,$,$,$,$,Stormwater Basin,$,$,$,$,$,$,$,http://www.phillywatersheds.org/what_were_doing/green_infrastructure/tools/stormwater_basin,-75.15113438,40.04158405,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_basin
748,Harrowgate Park,In Design,Delaware River Watershed,1,Rain Garden,$,$,$,Rain Garden,$,$,$,$,$,$,$,$,http://www.phillywatersheds.org/what_were_doing/green_infrastructure/tools/rain_garden,-75.10641800,39.99924500,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/rain_garden
749,Hartranft School,Constructed,Delaware River Watershed,5,Stormwater Tree Trench,Stormwater Tree Trench,$,$,$,$,$,$,$,$,$,$,$,http://www.phillywatersheds.org/what_were_doing/green_infrastructure/tools/stormwater_tree_trench,-75.14549708,39.98943311,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_tree_trench
750,Herron Playground Basketball Court,Constructed,Delaware River Watershed,1,Porous Paving,$,$,$,$,$,Infiltration Storage Trench,Porous Paving,$,$,$,$,$,http://www.phillywatersheds.org/what_were_doing/green_infrastructure/projects/herron_playground,-75.14884714,39.93076209,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/projects/herron_playground
751,Hewson St from Blair St to Trenton Ave (Shissler),Constructed,Delaware River Watershed,7,Stormwater Tree Trench,Stormwater Tree Trench,$,$,$,$,$,$,$,$,$,$,$,http://www.phillywatersheds.org/what_were_doing/green_infrastructure/tools/stormwater_tree_trench,-75.13209236,39.97879038,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_tree_trench
752,"Hirst, Ludlow, Robinson",In Design,Darby Cobbs Watershed,3,Stormwater Tree Trench,Stormwater Tree Trench,$,$,$,$,$,Porous Paving,$,$,$,$,$,http://www.phillywatersheds.org/what_were_doing/green_infrastructure/tools/stormwater_tree_trench,-75.24471200,39.96253900,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_tree_trench
753,HM Stanton School,In Design,Delaware River Watershed,5,Stormwater Tree Trench,Stormwater Tree Trench,$,$,$,$,$,$,$,$,$,$,$,http://www.phillywatersheds.org/what_were_doing/green_infrastructure/tools/stormwater_tree_trench,-75.15796480,39.99168212,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_tree_trench
754,Hope St from Berks to Norris,In Design,Delaware River Watershed,7,Porous Paving,$,$,$,$,$,$,Porous Paving,$,$,$,$,$,http://www.phillywatersheds.org/what_were_doing/green_infrastructure/tools/porous_paving,-75.13388610,39.97941122,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/porous_paving
755,Hope St from Master to Jefferson,In Design,Delaware River Watershed,5,Porous Paving,$,$,$,$,$,$,Porous Paving,$,$,$,$,$,http://www.phillywatersheds.org/what_were_doing/green_infrastructure/tools/porous_paving,-75.13564521,39.97260163,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/porous_paving
756,Hunting Park,In Design,Tookany-Tacony/Frankford Creek Watershed,5,Stormwater Tree Trench,Stormwater Tree Trench,$,$,$,$,$,$,Swale,$,$,$,$,http://www.phillywatersheds.org/what_were_doing/green_infrastructure/tools/stormwater_tree_trench,-75.14676400,40.01864300,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_tree_trench
757,Hunting Park from Old York Rd to Roosevelt Blvd,In Design,Tookany-Tacony/Frankford Creek Watershed,8,Infiltration/Storage Trench,$,$,$,$,$,Infiltration Storage Trench,$,$,$,$,$,$,http://www.phillywatersheds.org/what_were_doing/green_infrastructure/tools/infiltration_storage_trench,-75.15043894,40.01703110,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/infiltration_storage_trench
758,Independence Charter School,Constructed,Delaware River Watershed,2,Rain Garden,$,$,$,Rain Garden,$,$,Porous Paving,$,$,$,$,$,http://www.phillywatersheds.org/what_were_doing/green_infrastructure/tools/rain_garden,-75.16894816,39.94493823,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/rain_garden
759,Ingersoll Commons,In Design,Delaware River Watershed,5,Rain Garden,$,$,$,Rain Garden,$,$,$,$,$,$,$,$,http://www.phillywatersheds.org/what_were_doing/green_infrastructure/tools/rain_garden,-75.16251900,39.97473600,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/rain_garden
760,Ivy Hills Cemetery,In Design,Tookany-Tacony/Frankford Creek Watershed,9,Swale,$,$,$,$,$,$,$,Swale,$,$,$,$,http://www.phillywatersheds.org/what_were_doing/green_infrastructure/tools,-75.17975800,40.07552800,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools
761,James Rhoads School,In Design,Schuylkill River Watershed,3,Stormwater Tree Trench,Stormwater Tree Trench,$,$,$,$,$,$,$,$,$,$,$,http://www.phillywatersheds.org/what_were_doing/green_infrastructure/tools/stormwater_tree_trench,-75.21956917,39.96741041,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_tree_trench
762,Jefferson Square,Constructed,Delaware River Watershed,1,Rain Garden,$,$,$,Rain Garden,$,$,$,$,$,$,$,$,http://www.phillywatersheds.org/what_were_doing/green_infrastructure/projects/jefferson_square,-75.15049564,39.93413596,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/projects/jefferson_square
