7,2690100.60055627,247534.34843075,121082,A & L Mini Market,$,2451 W Berks St,19121,Healthy Corner Store,39.9841559,-75.1747541
8,2703470.68175473,248732.27365948,125001,A&M Mini Market Almonte II,$,2533 Emerald St,19125,Healthy Corner Store,39.9859782,-75.1267319
9,2715665.55373951,267048.07419769,149042,Abreu Super Deli,$,6059 Castor Ave,19149,Healthy Corner Store,40.0354839,-75.0807830
10,2674305.62960694,236648.04709230,139031,AD Eight Brothers,AD Eight Brothers,5503 Spruce St,19139,Healthy Corner Store,39.9555830,-75.2321000
11,2691535.70736356,233134.45374333,146008,Adabel Deli Inc,Adam's Deli & Food Marke,1739 South St,19146,Healthy Corner Store,39.9445311,-75.1715879
12,2701708.61687059,261041.30447464,140004,Almonte Mini Market,Almonte Mini Market,328 W Annsbury St,19140,Healthy Corner Store,40.0199629,-75.1320829
13,2706454.27683229,252109.86037602,134053,Amancio Dollar Outlet,Amancio Dollar Outlet,3101 Kensington Avenue,19134,Healthy Corner Store,39.9950618,-75.1155649
14,2713065.14175320,266246.15878359,124007,Ami Food Market Inc.,$,899 E Sanger St,19124,Healthy Corner Store,40.0336334,-75.0905703
15,2694864.08749105,251267.11991401,132009,Anabel's Grocery,Anabel's Grocery,1555 W Oakdale St,19132,Healthy Corner Store,39.9939950,-75.1577540
16,2674841.59923163,247775.89762145,131005,Angelinas Grocery Store,Angelina's Grocery Store,5301 Euclid St,19131,Healthy Corner Store,39.9859198,-75.2291807
17,2726951.38901426,265687.44593336,135001,Anna's Deli,Anna's Deli,4424 Princeton Ave,19135,Healthy Corner Store,40.0302200,-75.0410480
18,2692198.93681506,230104.53051803,146013,Ariana Grocery II,$,1200 S 15th St,19146,Healthy Corner Store,39.9359042,-75.1691327
19,2692596.25066054,265958.84558337,144004,Ashmead Variety,$,309 E Ashmead St,19144,Healthy Corner Store,40.0351893,-75.1631298
20,2688464.59463804,230129.21349262,146014,Baez Grocery Llc,$,1267 S 23rd St,19146,Healthy Corner Store,39.9360911,-75.1820703
21,2674456.29996082,226268.88664394,142006,Bain'S Halal Market And Grocery,Bain's Halal Market and,6351 Woodland Ave,19142,Healthy Corner Store,39.9267309,-75.2331960
22,2699491.73007627,259955.93585988,140095,Basilio Grocery Store,$,801 W Bristol St,19140,Healthy Corner Store,40.0174260,-75.1398352
23,2672132.16558621,221704.63455687,142071,Bensale,Dove Market,7244 Elmwood Ave,19142,Healthy Corner Store,39.9142090,-75.2412490
24,2684693.01648046,229614.03143045,146015,Black Angel Food Market,Black Angel Food Market,1501 S 31St St,19146,Healthy Corner Store,39.9351344,-75.1955438
25,2689269.86523315,232546.02868395,146030,Brianette Deli + Grocery LLC,Kennedy Grocery,755 S 22Nd St,19146,Healthy Corner Store,39.9428950,-75.1788790
26,2695189.71885672,257097.99889760,140010,Britos Grocery,$,1627 W Erie Ave,19140,Healthy Corner Store,40.0101380,-75.1558470
27,2673077.34291857,244804.70478548,131006,Cabrera Mini Market,$,1660 N 57Th St,19131,Healthy Corner Store,39.9780640,-75.2358490
28,2700404.18978043,259057.31560786,140016,Carlos Mini Market #1,$,4171 N Fairhill St,19140,Healthy Corner Store,40.0150330,-75.1363210
29,2691550.66470262,228676.12774092,146016,Castro Grocery,Castro Grocery,1500 S 16Th St,19146,Healthy Corner Store,39.9320607,-75.1715861
30,2689317.44741450,246514.42150794,121015,Cecil B Moore Grocery,Cecil B Moore Grocery,2604 Cecil B Moore Ave,19121,Healthy Corner Store,39.9810400,-75.1775620
31,2675799.16249267,234908.06971398,143020,Cedar Food Market Inc.,Cedar Food Market Inc.,600 S 52nd St,19143,Healthy Corner Store,39.9503560,-75.2272130
32,2679453.74522744,233376.15496085,143021,Chester Food Plaza,$,4700 Chester Ave,19143,Healthy Corner Store,39.9457320,-75.2139350
33,2696200.12361292,228332.38954671,147064,Chuen Hing Grocery,$,1414 S 6th St,19147,Healthy Corner Store,39.9307643,-75.1548501
34,2696522.42154551,261493.30619768,140021,Collado Grocery,$,4501 N 15Th St,19140,Healthy Corner Store,40.0217450,-75.1499510
35,2707643.22487487,253677.86208951,134060,Collado Mini Market,$,942 E Ontario St,19134,Healthy Corner Store,39.9992260,-75.1113440
36,2690962.43457961,263781.42233391,144007,Complete Grocery And Deli,$,147 W Hansberry St,19144,Healthy Corner Store,40.0286206,-75.1699195
37,2695551.40631960,226936.46890223,147009,Cristo Rey Tienda Mexicana,$,1724 South 7Th St 1st Fl,19147,Healthy Corner Store,28.9602407,-81.3236329
38,2688566.02257888,227407.05203299,145013,Cruz & F Grocery,$,1838 S 22nd St,19145,Healthy Corner Store,39.9286330,-75.1824029
39,2689495.03968358,226824.47777236,145012,Cruz Brother Mini Market,$,1941 S 20th St,19145,Healthy Corner Store,39.9269000,-75.1787720
40,2720706.67629700,259821.92476939,124020,D&S Quick Stop,$,5537 Torresdale Ave,19124,Healthy Corner Store,40.0150140,-75.0638630
41,2692043.55954049,252591.19104130,132059,Dave's Meat Market,Dave's Meat Market,2831 N 22nd St,19132,Healthy Corner Store,39.9978730,-75.1667750
42,2691661.00547901,246492.23754872,121020,Delaware Valley Market,Delaware Valley Market,1753 N 21St St,19121,Healthy Corner Store,39.9815645,-75.1687643
43,2675048.63568041,225329.19236815,142016,Denia A Sanchez Padilla Grocery,$,6401 Grays Ave,19142,Healthy Corner Store,39.9243270,-75.2307540
44,2696147.10355949,256970.79630362,140033,Dollar Crazy,Erie Deli & Grocery,1414 W Erie Ave,19140,Healthy Corner Store,40.0091250,-75.1522510
45,2709370.38741762,249477.12580622,124021,Dollar Global,Dollar Global,2413 E Allegheny Ave,19124,Healthy Corner Store,39.9878810,-75.1053500
46,2689658.56947801,228034.04112269,145020,Duran Mini Market,Duran Grocery,1701 S 20th St,19145,Healthy Corner Store,39.9303720,-75.1779900
47,2671160.55748976,245078.72486965,151012,Economic Jefferson Food Market,$,6101 W Jefferson St,19151,Healthy Corner Store,39.9789190,-75.2425410
48,2697644.41431800,261661.29167667,140074,Edison Mini Market,$,4561 N 13Th St,19140,Healthy Corner Store,40.0225510,-75.1458180
49,2703133.40242937,261049.16133911,140031,El Nino Grocery,$,4540 Rising Sun Ave,19140,Healthy Corner Store,40.0199380,-75.1268980
50,2701230.92595258,250562.29331809,133019,El Rincon Restaurant,El Rinc�n Latino,186 West Lehigh Ave,19133,Healthy Corner Store,39.9911070,-75.1346839
51,2700351.38792284,258667.10128227,140032,Elio Grocery,$,4100 N Fairhill St,19140,Healthy Corner Store,40.0137510,-75.1370220
52,2674196.17155756,223696.68183653,142024,Elmwood Market,Elmwood Market,6731 Elmwood Ave,19142,Healthy Corner Store,39.9199780,-75.2338550
53,2702179.65811843,263826.21721510,120026,Elvis Grocery,$,326 W Ashdale St,19120,Healthy Corner Store,40.0275840,-75.1303680
54,2696849.95525032,250571.50947742,133021,Estevez Grocery,Esteves Grocery,1118 W Huntingdon St,19133,Healthy Corner Store,39.9915901,-75.1502973
55,2689239.09437912,271137.76357915,144009,Estevez Grocery,$,457 E Washington Ln,19144,Healthy Corner Store,40.0490980,-75.1751970
56,2708679.90951119,265607.68712465,124027,F&R Food Market,$,5271 Howland St,19124,Healthy Corner Store,40.0320170,-75.1060353
57,2697062.59899096,265410.03479373,141011,Family's Grocery,$,5200 N 15th St,19141,Healthy Corner Store,40.0325580,-75.1480960
58,2670597.25344763,243873.33333150,151006,Felton Mini Market Inc.,Felton Mini Market,6225 Lansdowne Ave,19151,Healthy Corner Store,39.9756230,-75.2446430
59,2701831.03046239,266693.20830177,120111,Fouta Food Market,Fouta Food Market,5549 N 5th St,19120,Healthy Corner Store,40.0360860,-75.1302720
60,2713466.51470549,265975.72938053,124031,Francisco Mini Market,$,948 E Sanger St,19124,Healthy Corner Store,40.0325188,-75.0894680
61,2699367.58542277,257688.11126543,140093,Franklin Mini Mkt,$,3900 North Franklin Stre,19140,Healthy Corner Store,40.0111405,-75.1406084
62,2697764.43471187,247382.74162605,122011,Friend Mini Market,Friend Mini Market,2063 N 8th St,19122,Healthy Corner Store,39.9833530,-75.1469330
63,2695298.92688258,225121.77708202,148024,Friendly Market,Friendly Market,2135 S 7Th St,19148,Healthy Corner Store,39.9218085,-75.1582260
64,2696428.53612857,226767.88081215,148018,Fuji Food Market,Gonzalez Primitiva,1741 S 5Th St,19148,Healthy Corner Store,39.9261830,-75.1540370
