"OBJECTID,N,10,0","X,N,19,8","Y,N,19,8","STORE_ID,N,10,0","OFFICIAL_S,C,31","UNOFFICIAL,C,24","STORE_ADDR,C,24","ZIP_CODE,C,8","STORE_LEVE,C,50"
425,2689680.55272076,252040.38792051,132058,"Yoscar Mini Market","Yoscar Mini Market","2668 N 27th St","19132","Healthy Corner Store"
426,2698601.17866323,252070.44071906,133024,"Yudish Grocery","Yudish Grocery","716 W Cambria St","19133","Healthy Corner Store"
427,2674154.44282450,247357.66145370,131042,"Zabala Super Market","54th St Food Market","1823 N 54th St","19131","Healthy Corner Store"
428,2671794.22167585,221374.37472162,142102,"Zam Zam Market","Zam Zam Market","7333 Elmwood Ave","19142","Healthy Corner Store"
429,2702940.57997156,254326.61018669,134058,"Rafa Grocery","Rafa Grocery","116 E Ontario St","19134","Healthy Corner Store"
430,2705289.49062138,251223.27431930,134146,"CR Grocery","CR Grocery","2907 Kensington Ave","19134","Healthy Corner Store"
431,2705513.74182361,253418.27559137,134075,"Emilio Mini Market","Luciano #2 Grocery","600 E Westmoreland St","19134","Healthy Corner Store"
432,2699547.78159699,257663.87813653,140077,"Mendoza Grocery","Mendoza Grocery","3900 N 7Th St","19140","Healthy Corner Store"
433,2692489.62113786,269777.66371162,138048,"Woodlawn Deli","Woodlawn Deli","5637 Chew Ave","19138","Healthy Corner Store"
434,2678843.11584742,231255.24166483,143002,"51 Street Mini Market #1","Polanco Grocery Store","1360 S 51st St","19143","Healthy Corner Store"
435,2675722.81422987,223276.50407524,142067,"Pirela Food Market","Peralta Food Mart","6600 Guyer Ave","19142","Healthy Corner Store"
436,2677967.61559597,237045.86091088,139001,"49 Stop Supermarket","49 Stop Foodmarket","4847 Walnut St","19139","Healthy Corner Store"
437,2709705.21437874,249010.05019792,134081,"Misnik's Deli","Misnik's Deli","2530 E Allegheny Ave","19134","Healthy Corner Store"
438,2714291.69337302,276011.54835803,111008,"Glorious International Store","Glorious International S","7223 Rising Sun Ave","19111","Healthy Corner Store"
439,2694881.62093468,271923.16806179,138009,"Medary Deli Grocery","Edison Mini Market","2067 Medary Ave","19138","Healthy Corner Store"
440,2712949.54180432,266087.34982765,124081,"Shiv Food Market Llc","Shiv Food Market Llc","899 Brill St","19124","Healthy Corner Store"
441,2694993.77847952,239151.94311473,123014,"12th Street Food Mart","MVM Food Mart","453 N 12Th St","19123","Enhanced Healthy Corner Store"
442,2689453.61485453,247073.10124868,121004,"26th Food Market","Rodriguez's Supermarket","1800 N 26Th St","19121","Enhanced Healthy Corner Store"
443,2697577.04706625,240402.33557538,123020,"3MNS Inc.","Fair Mart Market","623 Fairmount Ave","19123","Enhanced Healthy Corner Store"
444,2694516.95961394,225089.43352981,148047,"9th and Jackson Grocery","9th & Jackson Grocery","853 Jackson St","19148","Enhanced Healthy Corner Store"
445,2692780.39196236,240981.19508584,130002,"A A A Food Market, Inc","A A A Food Market","1700 Wallace St","19130","Enhanced Healthy Corner Store"
446,2689868.53605470,263159.91269358,144005,"A and L Deli Market Inc.","B and P Deli Market","264 W Queen Ln","19144","Enhanced Healthy Corner Store"
447,2668661.78331843,243537.48781233,151029,"A M Food Market","R & M Deli And Soulfood","6572 Lansdowne Ave","19151","Enhanced Healthy Corner Store"
448,2694030.98104541,248115.76221137,121016,"Adan Grocery","Pablo Rodriguez","1643 W Diamond St","19121","Enhanced Healthy Corner Store"
449,2698561.46139802,261770.42069961,140126,"Ailyn Mini Market LLC","Franco Grocery","4600 N 11th St","19140","Enhanced Healthy Corner Store"
450,2701238.71008761,260269.00858564,140002,"Alba Grocery","Alba's Grocery","426 W Cayuga St","19140","Enhanced Healthy Corner Store"
451,2693042.80544364,240695.67973579,130003,"Alejo Grocery","Alejo Grocery","1634 Mount Vernon St","19130","Enhanced Healthy Corner Store"
452,2691809.24897572,242996.52574459,130004,"Almonte Grocery","Neighbor Food Mart","1945 Poplar St","19130","Enhanced Healthy Corner Store"
453,2688272.58610350,251553.92186189,132109,"Alvarez Grocery","Genesis Produce & Grocer","2565 N 30th St","19132","Enhanced Healthy Corner Store"
454,2675345.85588316,238524.22336806,139012,"Aman Food Market","Aman Food Market","5343 Market St","19139","Enhanced Healthy Corner Store"
455,2679408.31125543,232041.32204728,143010,"Ana Grocery","Ana Grocery","1262 S 49th St","19143","Enhanced Healthy Corner Store"
456,2675858.49169550,229899.86925751,143012,"Angela Mini Mart","Arredondo Mini Mart","5700 Chester Ave","19143","Enhanced Healthy Corner Store"
457,2674300.08536704,233851.73701102,143015,"Angelica Supermarket","Baltimore Supermarket","5445 Baltimore Avenue","19143","Enhanced Healthy Corner Store"
458,2701425.12018474,248271.49993278,133002,"Arturo Rojas Multi-Service I, I","Arturo Rojas Multi-Servi","147 W Dauphin St","19133","Enhanced Healthy Corner Store"
459,2695591.04304776,229970.85341798,147057,"Ascencios Grocery","Ascencio Grocery","1121 E Passyunk Ave","19147","Enhanced Healthy Corner Store"
460,2687532.39624295,250742.89024541,132064,"Associated Food Market","Associated Food Market","3120-28 W York St","19132","Enhanced Healthy Corner Store"
461,2675017.26794922,224494.78856999,142002,"B & J Supermarket","B & J Supermarket","6530 Elmwood Ave","19142","Enhanced Healthy Corner Store"
462,2699562.62074214,247342.34480104,122005,"Baez Mini Market Llc #1","Baez Mini Market","412 Diamond St","19122","Enhanced Healthy Corner Store"
463,2698387.23064758,251902.08300523,133084,"Balbi Food Market","Balbi Food Market","2865 N 8th St","19133","Enhanced Healthy Corner Store"
464,2702125.61676666,243951.01166315,125006,"Belgrade Delicatessen","Belgrade Delicatessen","1400 E Columbia Ave","19125","Enhanced Healthy Corner Store"
465,2710924.09592564,254125.46601322,134011,"Bills Deli","Bills Deli","2000 Castor Ave","19134","Enhanced Healthy Corner Store"
466,2701225.69640653,248298.72552206,133006,"Blanca Food Market","Blanca Food Market","162 W Dauphin St","19133","Enhanced Healthy Corner Store"
544,2674618.44450828,226421.64852966,142084,"Nina's Grocery & Variety","Nina's Grocery","6306 Woodland Ave","19142","Enhanced Healthy Corner Store"
545,2698767.16484172,242734.71173697,123007,"Nuevo Amanecer Deli Supermarket","Girard Supermarket","429 W Girard Ave","19123","Enhanced Healthy Corner Store"
546,2698625.39030883,249215.22029333,133022,"Nuñes Grocery","Nuñes Grocery","617 W York St","19133","Enhanced Healthy Corner Store"
547,2691011.58978657,229671.41375785,146036,"Olivares Food Market","Alpha Beta Grocery","1718 Wharton St","19146","Enhanced Healthy Corner Store"
548,2697567.55378008,228039.22681958,147065,"Pennsport Market","Pennsport Market","1425 E Moyamensing Ave","19147","Enhanced Healthy Corner Store"
549,2699251.14541373,247979.19359502,122023,"Peralta Food Market, Inc.","Peralta Food Market","501 W Susquehanna Ave","19122","Enhanced Healthy Corner Store"
550,2691459.48835696,254758.24326729,132057,"Peralta Grocery","Peralta Grocery","2400 W Allegheny Ave","19132","Enhanced Healthy Corner Store"
551,2707085.28311499,248870.24892005,134092,"Peralta Grocery","Peralta Grocery","2916 Tulip St","19134","Enhanced Healthy Corner Store"
552,2707527.55634111,248830.16289484,134093,"Peralta Julio Alberto","Peralta Grocery","2981 Memphis St","19134","Enhanced Healthy Corner Store"
553,2694922.85308094,228820.80386779,147040,"Philamex Grocery Store Inc","Philamex Grocery","1341 S 9th St","19147","Enhanced Healthy Corner Store"
554,2695114.65037094,249696.86762139,132080,"Philly's Choice Deli","Baez Grocery","1422 West York St.","19132","Enhanced Healthy Corner Store"
555,2700935.62286325,260186.17720934,140088,"Philly's Food Market","Philly Food Market","4353 N 5Th St","19140","Enhanced Healthy Corner Store"
556,2699274.11405219,250847.53394051,133058,"Philly's Mini Market","Galan","2701 N Fairhill St","19133","Enhanced Healthy Corner Store"
557,2676313.10444766,238805.69395542,139051,"PM Food Market Inc",,"61 N 52nd St","19139","Enhanced Healthy Corner Store"
558,2696163.75398585,241091.84507281,123011,"Polo Food Market","Brown Food Market","727 N 10th St","19123","Enhanced Healthy Corner Store"
559,2690253.50729199,246384.17685917,121048,"Popex Mini Market","Popex Mini Market","2401 Cecil B Moore Ave","19121","Enhanced Healthy Corner Store"
560,2721041.03613311,259759.64325876,138051,"Pretty Mary's 24/7 Neighborhood","Pretty Mary's 24/7 Neigh","2126 E Chelten Ave","19138","Enhanced Healthy Corner Store"
561,2697956.20275190,230433.85382845,147085,"Queen Village Mini Market & Del","Queen Village Mini Marke","246 Christian St","19147","Enhanced Healthy Corner Store"
562,2702940.57997156,254326.61018669,134058,"Rafa Grocery","Rafa Grocery","116 E Ontario St","19134","Enhanced Healthy Corner Store"
563,2701729.95350000,249342.56491021,133064,"Ramos Food Market","Baez Grocery","145 W Cumberland","19133","Enhanced Healthy Corner Store"
564,2705086.45856379,250550.18103074,134107,"Reyes Grocery","Reyes Grocery","1854 Hart Ln","19134","Enhanced Healthy Corner Store"
565,2706303.84182113,262979.56394240,120065,"Ricardo'S Mini Market","Ricardo's Mini Mart","5000 Gransback St","19120","Enhanced Healthy Corner Store"
566,2675707.23945767,234193.17797033,143101,"Rift Valley Grocery Store","Natural Coffee Landmark","715 S 52nd St","19143","Enhanced Healthy Corner Store"
567,2689674.30017251,244422.37977802,121057,"Rodriguez Grocery","Rodriguez Grocery","2438 W Thompson St","19121","Enhanced Healthy Corner Store"
568,2687871.22641986,250699.09100272,132065,"Rogelio Mini Market","Yello J&R Supermarket","3034-36 W York Street","19132","Enhanced Healthy Corner Store"
569,2698727.35469351,242740.05510630,123018,"Rosa's Pretzel Bakery And Deli","Rosa's Bakery and Deli","441 W Girard Ave","19123","Enhanced Healthy Corner Store"
570,2694214.14896628,241223.94406206,130013,"Sal's Produce Plus Inc","Sal's Produce Plus","676 N Broad St","19130","Enhanced Healthy Corner Store"
571,2675147.25162612,229893.04744316,143070,"Samana Food Market","Samana Food Market","1801 S 58th St","19143","Enhanced Healthy Corner Store"
572,2702373.71683516,251289.39468333,133094,"Sam's Supermarket","Sam's Supermarket","2852 N Front St","19133","Enhanced Healthy Corner Store"
573,2699671.34223864,249070.99145335,133014,"San Miguel Deli","San Miguel Deli","425 W York St","19133","Enhanced Healthy Corner Store"
574,2694893.14062439,225398.04899583,148083,"San Miguel Mini Market Inc","La Esperanza","2108 S 8Th St","19148","Enhanced Healthy Corner Store"
575,2689986.76110794,246999.62515817,121009,"SH & FY Inc.","Barney's Market","2449 Ridge Avenue","19121","Enhanced Healthy Corner Store"
576,2678660.46591443,230333.94915481,143083,"Shop & Go Convenience Store","Stop One Supermarket","5227 Woodland Ave","19143","Enhanced Healthy Corner Store"
577,2673475.02519271,234666.10991207,143081,"Shop & Save Dollar Plus","Shop & Save Dollar Plus","5600 Catharine St","19143","Enhanced Healthy Corner Store"
578,2699251.89722234,274803.78092018,126009,"Shopexpress","Shop Express","6900 Old York Rd","19126","Enhanced Healthy Corner Store"
579,2676396.41296336,230421.08687190,143125,"Sister International Food Marke","Sister International Foo","5533 Chester Ave","19143","Enhanced Healthy Corner Store"
580,2709974.40544208,257122.02637910,124094,"Sosa Food Market","Sosa Food Market","4062 L St","19124","Enhanced Healthy Corner Store"
581,2717727.41821460,264702.79110926,135030,"Speedy's Mart","Speedy Food Mart","5934 Bustleton Ave.","19149","Enhanced Healthy Corner Store"
582,2702132.04164518,266973.74810181,120107,"Starlite Grocery","Starlite Grocery","425 W Olney St","19120","Enhanced Healthy Corner Store"
583,2709808.91058076,270203.09443735,120110,"Stop N Save Deli","Family Food","5921 Rising Sun Ave","19120","Enhanced Healthy Corner Store"
584,2729323.00985315,267956.47040385,136016,"Stop N Shop","Stop N Shop","4345 Chippendale St","19136","Enhanced Healthy Corner Store"
585,2676049.19508862,236799.79673355,139068,"Syed Brothers Supermarket","Syed Brothers","250 S 52nd St","19139","Enhanced Healthy Corner Store"
586,2709531.68916501,257980.56231433,124044,"T & S Express Market","JP Grocery","1200 E Hunting Park Ave","19124","Enhanced Healthy Corner Store"
587,2701005.54923329,245333.78671598,122028,"Tamyra Family Market","Tamyra Family Market","1770 N Mascher St","19122","Enhanced Healthy Corner Store"
588,2715535.33383338,276818.42687799,111016,"Tanos Deli","Tano's Corner Deli","7401 Bingham St","19111","Enhanced Healthy Corner Store"
589,2692179.33584713,257167.75717552,132107,"Tasty Kake Outlet","Tasty Kake Outlet","2236 Hunting Park Ave","19140","Enhanced Healthy Corner Store"
590,2690815.30309835,254844.75253435,132070,"Tavares Grocery","Rodriguez Grocery","2514 W Allegheny Ave","19132","Enhanced Healthy Corner Store"
591,2705640.95045865,261395.40724055,120077,"Thang Len Market","Community  Market","414 E Wyoming Ave","19120","Enhanced Healthy Corner Store"
592,2701367.34646336,263314.93048882,120079,"The New Family Restaurant","New Family Restaurant","4936 N 5th St","19120","Enhanced Healthy Corner Store"
593,2691098.47750254,247394.35007754,121054,"The Right Choice","The Right Choice","2221 W Berks St","19121","Enhanced Healthy Corner Store"
594,2689602.74687987,244905.06800684,121061,"Three Sisters Grocery","3 Sisters Grocery","2500 W Master St","19121","Enhanced Healthy Corner Store"
595,2695346.28753128,239618.18648185,123033,"Trebol Supermarket","Trebol Supermarket","1137 Spring Garden St","19123","Enhanced Healthy Corner Store"
596,2696494.25255135,253842.86476560,132056,"Tres Torres","Peralta Grocery","1327 W Wishart St","19132","Enhanced Healthy Corner Store"
597,2700463.57879458,263229.63148744,120081,"United Mini Market","United Mini Market","659 W Rockland St","19120","Enhanced Healthy Corner Store"
598,2678578.10320339,236087.02343272,139010,"University Dollar Plus","University Dollar Plus","4734-40 Spruce Street","19139","Enhanced Healthy Corner Store"
599,2691450.11484505,241160.26410657,130016,"Wallace Market","Wallace Market","2000 Wallace St","19130","Enhanced Healthy Corner Store"
600,2704788.71296192,252223.85919907,134071,"Wensle Mini Mart","Wensle Mini Mart","3061 D St","19134","Enhanced Healthy Corner Store"
601,2691689.78705732,253383.38571557,132019,"Weso Mini Market","Cruz Mini Mart","2964 N 23rd St","19132","Enhanced Healthy Corner Store"
602,2670653.49473584,238968.52029814,139011,"West Philadelphia Produce","West Philadelphia Produc","18 S 62nd St","19139","Enhanced Healthy Corner Store"
603,2693009.79135303,224825.22206866,148098,"Wolf Variety Store","Wolf Variety Store","2301 S 12th St","19148","Enhanced Healthy Corner Store"
604,2691641.05314078,251884.47290202,132077,"Yadira Grocery","Yadira Grocery","2227 W Lehigh Ave","19132","Enhanced Healthy Corner Store"
605,2690372.67329554,253776.19516454,132078,"Young's Mart","Youngs Market","3001 N 26Th St","19132","Enhanced Healthy Corner Store"
606,2730117.98470295,266583.11946609,136018,"Z & Y Food Market","Bythrow Deli","7601 Torresdale Ave","19136","Enhanced Healthy Corner Store"
607,2698034.38255596,244785.58543403,122006,"Zenarda Grocery","Belmis Mini Market","643 W Oxford Avenue","19122","Enhanced Healthy Corner Store"
608,2703890.36909109,262508.17151501,120099,"Tienda Mex",,"4831 Rising Sun Ave.","19120","Enhanced Healthy Corner Store"
609,2699883.45026997,262771.57211243,120060,"P & R Grocery",,"4800 N 8th St","19120","Enhanced Healthy Corner Store"
610,2707570.13745764,260529.34547669,120025,"El Mayimbe Mini Market",,"4598 G St","19120","Enhanced Healthy Corner Store"
611,2702138.97376743,266972.80895496,120078,"Thank God Grocery",,"420 W Olney Ave","19120","Enhanced Healthy Corner Store"
612,2692891.48860081,255421.27502310,140105,"3 J Food Market",,"3324 N 21st St","19140","Enhanced Healthy Corner Store"
613,2688655.31842113,250936.03727668,132002,"7 Days Food Market",,"2462 N 29Th St","19132","Enhanced Healthy Corner Store"
614,2702026.26635060,262182.54187739,120011,"Brito Grocery",,"4729 N 3rd St","19120","Enhanced Healthy Corner Store"
615,2692602.69496504,269693.49383273,138004,"Cawley's Market",,"5616 Chew Ave","19138","Enhanced Healthy Corner Store"
616,2679679.28350423,260339.54641109,128007,"Commissary Food Market",,"5255 Ridge Ave","19128","Enhanced Healthy Corner Store"
617,2700521.55914206,251250.01671616,133088,"Coral 1, 2, 3 y Mas",,"301 West Somerset St.","19133","Enhanced Healthy Corner Store"
618,2693026.73915355,249229.94034719,132081,"Dauphin St Grocery & Deli",,"2267 North 19th St.","19132","Enhanced Healthy Corner Store"
619,2693549.20471302,255064.62926354,140042,"Denny's Grocery",,"1943 W Westmoreland St","19140","Enhanced Healthy Corner Store"
620,2691994.09145911,252234.60671323,132028,"G and F Grocery",,"2768 N 22nd St","19132","Enhanced Healthy Corner Store"
621,2695290.60411974,270766.29596349,138016,"J & J Grocery",,"2001 W Spencer St","19138","Enhanced Healthy Corner Store"
622,2695233.75032890,255402.04609660,140057,"Corner Food Market",,"3401 N 16th St","19140","Enhanced Healthy Corner Store"
623,2688982.92540363,252247.65251875,132067,"Lehigh Ave Supermarket",,"2837 West Lehigh Avenue","19132","Enhanced Healthy Corner Store"
624,2679647.81344149,262060.58411099,128002,"M & M Fod Market",,"458 Markle St","19128","Enhanced Healthy Corner Store"
625,2699769.36395217,251700.84307404,133050,"Maria's Grocery",,"2863 N 5Th St","19133","Enhanced Healthy Corner Store"
626,2699473.77199953,273624.82301266,126016,"Mema's Treats",,"1260 Oak Lane","19126","Enhanced Healthy Corner Store"
627,2692779.31303125,269562.06577798,138023,"Neighborhood Deli Grocery",,"5600 Chew Ave","19138","Enhanced Healthy Corner Store"
628,2695200.41573337,260121.23447383,140083,"Papi's Mini Market",,"4201 Germantown Ave","19140","Enhanced Healthy Corner Store"
629,2678173.33915569,262593.42128527,128003,"Pat's Place",,"4200 Manayunk Ave","19128","Enhanced Healthy Corner Store"
630,2699135.85141684,253700.53673579,133039,"Perez Grocery #2",,"640 W Allegheny Ave","19133","Enhanced Healthy Corner Store"
631,2708984.53640643,269443.94330634,120064,"R & M Food Market",,"5754 Rising Sun Ave","19120","Enhanced Healthy Corner Store"
632,2694846.18002791,255998.91878138,140091,"Ramirez Grocery",,"1701 W Tioga St","19140","Enhanced Healthy Corner Store"
633,2703178.14760078,261212.62732031,140127,"Rodriguez Variety",,"4600 Rising Sun Ave","19140","Enhanced Healthy Corner Store"
634,2699303.57561638,258557.21966846,140047,"Roselix Grocery",,"4056 N 8Th St","19140","Enhanced Healthy Corner Store"
635,2702556.57362601,252647.79088100,133080,"Saury Inc.",,"3101 N Front St","19133","Enhanced Healthy Corner Store"
636,2694463.38631509,274308.20947103,138029,"Super Chicken Grocery",,"6901 Rodney St","19138","Enhanced Healthy Corner Store"
637,2685884.97861960,258435.58384185,129003,"Tilden Food Market",,"3539 Vaux St","19129","Enhanced Healthy Corner Store"
638,2697068.86541879,276810.38454887,126010,"TNT Market",,"1847 72nd Ave","19126","Enhanced Healthy Corner Store"
639,2687406.77726644,255317.89691676,132029,"Valentina Grocery",,"3300 W Allegheny Ave","19132","Enhanced Healthy Corner Store"
640,2694928.89025621,222432.36129008,148141,"Wholly Smokes Cigarette Outlet",,"2747 S 7th St","19148","Enhanced Healthy Corner Store"
